tender_no,source_files,folder_path
GEM/2026/B/7246666,"[""1771407499994_GeM-Bidding-8994477.pdf"", ""1773042248079_1771239847.xlsx"", ""1773042253809_DTL_ATC_DOCUMENTS.pdf""]",tender-documents
GEM/2026/B/7246971,"[""1772170182634_GeM-Bidding-8994808__2_.pdf""]",tender-documents
GEM/2026/B/7247375,"[""1772692526215_GeM-Bidding-8995284.pdf"", ""1772692538786_ATC_e1598202-4b75-4da2-ab771771662430515_ZO_DELC_C.pdf""]",tender-documents
GEM/2026/B/7247430,"[""1775111150123_GeM-Bidding-8995349.pdf""]",tender-documents
GEM/2026/B/7251556,"[""1774336704629_1773735690__1_.pdf""]",tender-documents
GEM/2026/B/7252146,"[""1775108365443_GeM-Bidding-9000757__4_.pdf"", ""1775108395931_spcification_doc.pdf"", ""1775108416517_Technical_Spcification.pdf""]",tender-documents
GEM/2026/B/7255068,"[""1772083203513_GeM-Bidding-9004031__3_.pdf""]",tender-documents
GEM/2026/B/7257289,"[""1772800786985_GeM-Bidding-9006535__6_.pdf"", ""1772800795052_ITB_e839c7d8-2179-4b89-8d471771479455926_PATACNP1_.pdf""]",tender-documents
GEM/2026/B/7261701,"[""1776759208918_GeM-Bidding-9011512__5_.pdf""]",tender-documents
GEM/2026/B/7262969,"[""1773473975365_spec_2026-02-18-11-13-35_2a9d658340f7abb01ab91488d.pdf"", ""1773473975484_GeM-Bidding-9012951__3_.pdf"", ""1773473975529_ATC_7983357c-33fd-4b02-8b621771497586065_krishnafa.pdf""]",tender-documents
GEM/2026/B/7263111,"[""1773127463200_GeM-Bidding-9013111__7_.pdf""]",tender-documents
GEM/2026/B/7263353,"[""1772790832142_GeM-Bidding-9013375.pdf"", ""1773047096375_05_technical_specifications_2026-02-19-15-48-34_82.pdf"", ""1773047096429_1771499466.pdf"", ""1773047096492_1771499548.pdf"", ""1773047096509_1771499556.pdf""]",tender-documents
GEM/2026/B/7264625,"[""1772521913688_ATC_7ad57989-a185-4ee1-99c71772278747556_Buyerkwar.pdf"", ""1772521913756_IP_43b42127-6845-452b-8f301772278680324_Buyerkwar1.pdf"", ""1772521913781_GeM-Bidding-9014798.pdf""]",tender-documents
GEM/2026/B/7266004,"[""1773904930201_GeM-Bidding-9016468__1_.pdf"", ""1773904976215_SA8000_ALL_2dceaecf-6342-4cd8-85c91771564125867_na.pdf""]",tender-documents
GEM/2026/B/7268179,"[""1773203112078_196189867.pdf"", ""1773203112174_196189868.pdf"", ""1773203112187_197340630.pdf""]",tender-documents
GEM/2026/B/7268437,"[""1772098310113_GeM-Bidding-9019196__4_.pdf""]",tender-documents
GEM/2026/B/7270245,"[""1772430936930_GeM-Bidding-9021177.pdf""]",tender-documents
GEM/2026/B/7271738,"[""1773750279690_GeM-Bidding-9022921.pdf""]",tender-documents
GEM/2026/B/7276965,"[""1773119890845_GeM-Bidding-9029035.pdf""]",tender-documents
GEM/2026/B/7277203,"[""1773727967050_GeM-Bidding-9029309__3_.pdf""]",tender-documents
GEM/2026/B/7277220,"[""1775805258432_ATC_91ee1bc3-0b57-475b-b3311773918373978_projectce.pdf"", ""1775805258981_GeM-Bidding-9029326.pdf""]",tender-documents
GEM/2026/B/7277920,"[""1773128096334_GeM-Bidding-9030144__1_.pdf""]",tender-documents
GEM/2026/B/7279775,"[""1772083000858_GeM-Bidding-9032300.pdf""]",tender-documents
GEM/2026/B/7279868,"[""1772015932869_GeM-Bidding-9032409__1_.pdf""]",tender-documents
GEM/2026/B/7281007,"[""1772017922717_GeM-Bidding-9033705__2_.pdf""]",tender-documents
GEM/2026/B/7282515,"[""1772175728087_CWC_DELHI.pdf""]",tender-documents
GEM/2026/B/7283092,"[""1772880245756_GeM-Bidding-9036169__1_.pdf""]",tender-documents
GEM/2026/B/7283302,"[""1773990613240_56PTender_6a4fdba8-a251-4f5f-a4e61772171880657_SEN.pdf"", ""1773990613540_sow_scc_2026-02-23-16-45-04_6fa197d630e9e1a4820c4f.pdf"", ""1773990613563_GeM-Bidding-9036391__2_.pdf""]",tender-documents
GEM/2026/B/7286813,"[""1773822237514_GeM-Bidding-9040306.pdf"", ""1773822237595_25wz8c002_2026-02-20-16-26-23_7b4d109c4bcda486eab2.pdf""]",tender-documents
GEM/2026/B/7287195,"[""1773822811213_draft_rfp_2026-02-24-20-14-21_be9447422675a8a90a2a.pdf"", ""1773822811229_GeM-Bidding-9040736.pdf"", ""1773822811259_GeM-Bidding-9040736__1_.pdf""]",tender-documents
GEM/2026/B/7287648,"[""1772190530057_GeM-Bidding-9041236__2_.pdf""]",tender-documents
GEM/2026/B/7287902,"[""1772278246749_50KVAUPS_59d435d9-dd6e-4185-a3001771995741245_buye.pdf"", ""1772278246794_GeM-Bidding-9041533__1_.pdf""]",tender-documents
GEM/2026/B/7287927,"[""1773209747217_GeM-Bidding-9041559__2_.pdf"", ""1773209754828_ATC_984e8659-18c5-4087-ab9a1771995992791_halengimm.pdf""]",tender-documents
GEM/2026/B/7288814,"[""1772183672666_3400000899_1b952755-7682-43f9-84ea1772001588286_BU.pdf"", ""1772183672870_GeM-Bidding-9042540.pdf""]",tender-documents
GEM/2026/B/7292423,"[""1773209445465_1772026095.pdf"", ""1773209445629_ATC_f309b1da-4e88-4e1b-a13b1772026555296_vikas_ica.pdf"", ""1773209445830_GeM-Bidding-9046601.pdf""]",tender-documents
GEM/2026/B/7297091,"[""1772257030509_Western_Railway_UPS.pdf""]",tender-documents
GEM/2026/B/7299312,"[""1774525933481_GeM-Bidding-9054505__3_.pdf"", ""1774525944276_annexure-a_2026-02-27-11-14-44_8d29cc52ae09d34484e.pdf"", ""1774525953838_Annex_BC_ffed4ad0-38a4-43d3-bb5b1772171665118_npkn.pdf""]",tender-documents
GEM/2026/B/7301626,"[""1772430413399_GeM-Bidding-9057105__1_.pdf""]",tender-documents
GEM/2026/B/7302288,"[""1775545740325_BATCF_d5fbbfb5-5280-42c1-8a431774872149326_buyerlu.pdf"", ""1775545741112_GeM-Bidding-9057835.pdf""]",tender-documents
GEM/2026/B/7302590,"[""1772392638215_GeM-Bidding-9058156__1_.pdf""]",tender-documents
GEM/2026/B/7306103,"[""1774696308574_ATC_544276f6-44c3-4dd8-b8451773211466648_mayureshc.docx"", ""1774696308575_GeM-Bidding-9062259__1_.pdf""]",tender-documents
GEM/2026/B/7306631,"[""1772779662096_GeM-Bidding-9062837.pdf"", ""1772779667318_177Tender_22ca0964-3fdd-4183-bbb81772690505617_buy.pdf""]",tender-documents
GEM/2026/B/7309252,"[""1773651322288_technical_specification_2026-03-02-11-41-38_dd0349.pdf"", ""1773651322426_GeM-Bidding-9066050.pdf"", ""1773651322506_Tender_Doc_748986b2-b3dd-4dc4-b4011772522052811_bu.pdf""]",tender-documents
GEM/2026/B/7310341,"[""1774423367646_GeM-Bidding-9067354__3_.pdf"", ""1774423395809_ATC_d8f82508-5e40-40a7-97f11772441573687_SMPCS02__.pdf"", ""1774423402707_Specification_Document.pdf""]",tender-documents
GEM/2026/B/7311900,"[""1773653951123_Anexure_ce826b6c-9001-4381-bf8e1772537061097_buyer.docx"", ""1773653951124_GeM-Bidding-9069130__1_.pdf"", ""1773653951156_specification_2026-03-02-17-06-27_a1be05f41df9188a.pdf""]",tender-documents
GEM/2026/B/7313241,"[""1773817218854_1772513115.pdf"", ""1773817218872_1772513457.pdf"", ""1773817234471_GeM-Bidding-9070733__3_.pdf""]",tender-documents
GEM/2026/B/7313949,"[""1773750092235_GeM-Bidding-9071589__4_.pdf""]",tender-documents
GEM/2026/B/7313972,"[""1773302028049_GeM-Bidding-9071614__2___1_.pdf"", ""1773302050357_GeMP25451_bf82f8df-06d9-4140-84781772541552886_buy.docx""]",tender-documents
GEM/2026/B/7315234,"[""1775804000346_GeM-Bidding-9073052.pdf""]",tender-documents
GEM/2026/B/7315632,"[""1773472804048_TenderUPS_348d2a94-4d78-4991-82a11773403107941_buy.pdf"", ""1773472804180_GeM-Bidding-9073498.pdf""]",tender-documents
GEM/2026/B/7316065,"[""1773145149054_GeM-Bidding-9073974__4_.pdf""]",tender-documents
GEM/2026/B/7316228,"[""1773222013214_GeM-Bidding-9074161__3_.pdf""]",tender-documents
GEM/2026/B/7317018,"[""1773129174133_GeM-Bidding-9075092__1_.pdf"", ""1773129174166_Tender_SMF_22082aa9-7b91-43b8-94fa1773048485183_CG.pdf""]",tender-documents
GEM/2026/B/7318580,"[""1772879802799_GeM-Bidding-9076946__1_.pdf""]",tender-documents
GEM/2026/B/7318847,"[""1772880717351_SPECIFICATION_HAL.pdf"", ""1772880717393_1772687156__2_.pdf"", ""1772880717459_GeM-Bidding-9077350.pdf""]",tender-documents
GEM/2026/B/7319478,"[""1772879999358_GeM-Bidding-9078127.pdf""]",tender-documents
GEM/2026/B/7319925,"[""1773885792311_accrite__82a4e91f-995a-44bf-874d1772707504749_jaya.docx"", ""1773885792316_GeM-Bidding-9078669.pdf"", ""1773885792430_package_ac_spec_2026-03-05-12-48-57_ab5a4b23b79c5d.pdf""]",tender-documents
GEM/2026/B/7321189,"[""1773724742216_GeM-Bidding-9080195__4_.pdf"", ""1773724765136_Tender_753f5460-b84f-4095-a1551772796213817_SENIOR.pdf""]",tender-documents
GEM/2026/B/7322133,"[""1773903965497_FORMAT_a6636696-29ab-4c2b-83371772715155229_ssharm.docx"", ""1773903965498_GeM-Bidding-9081294.pdf""]",tender-documents
GEM/2026/B/7327972,"[""1773302370151_sow_ts_gtr_2026-03-06-19-39-27_2e15fda76659e3c9e80.pdf"", ""1773302370695_GeM-Bidding-9088002.pdf""]",tender-documents
GEM/2026/B/7328452,"[""1773222878694_ATC_ac2a0064-6ec2-4a19-93f91772854810787_CPOKR12.pdf"", ""1773222878940_GeM-Bidding-9088547.pdf""]",tender-documents
GEM/2026/B/7330612,"[""1773129584153_ups45_54f9f6b9-c49c-4f0b-b6111772878375709_buyer26.pdf"", ""1773129584196_GeM-Bidding-9091083.pdf""]",tender-documents
GEM/2026/B/7332270,"[""1773132136081_ATC_LAK_db1810ea-ba6e-42da-acff1773039815827_buyer.doc"", ""1773132136092_GeM-Bidding-9093038.pdf""]",tender-documents
GEM/2026/B/7336602,"[""1774521711572_1773057271.pdf"", ""1774521711773_bid_doc_2026-03-09-13-56-55_7d61dac17e2f87e2805fed.pdf"", ""1774521711843_GeM-Bidding-9098347.pdf""]",tender-documents
GEM/2026/B/7337403,"[""1775198520035_GeM-Bidding-9099361.pdf"", ""1775198558115_Tech.pdf"", ""1775198581867_GEMATC_994ea659-d957-4f19-b64b1773069215380_buyerh.pdf"", ""1775198595132_1773068705.pdf"", ""1775198619468_1773068795.pdf""]",tender-documents
GEM/2026/B/7338866,"[""1773220560833_GeM-Bidding-9101127.pdf""]",tender-documents
GEM/2026/B/7338870,"[""1774938483453_RFP_ec42b309-79c7-4336-8a071774853978472_UBI_DIT_B.pdf"", ""1774938484243_199009787__2_.pdf""]",tender-documents
GEM/2026/B/7339260,"[""1773388452767_NIT_d33b6be9-e764-47bd-a6681773303343771_AM3MATERI.pdf"", ""1773388453311_GeM-Bidding-9101579.pdf""]",tender-documents
GEM/2026/B/7339598,"[""1775036882328_GeM-Bidding-9101987.pdf""]",tender-documents
GEM/2026/B/7339984,"[""1773822634296_GeM-Bidding-9102436.pdf"", ""1773822634407_ATCFINALIB_d3339023-bad6-4ef1-91551773751935595_ZO.pdf""]",tender-documents
GEM/2026/B/7341125,"[""1775545842125_GeM-Bidding-9103746.pdf""]",tender-documents
GEM/2026/B/7341672,"[""1773742534149_GeM-Bidding-9104381__1_.pdf""]",tender-documents
GEM/2026/B/7341773,"[""1773210106011_DRDO_Hyderabad_UPS_tech.pdf"", ""1773210106037_DRDO_Hyderabad_UPS_Gem_Docs.pdf""]",tender-documents
GEM/2026/B/7341826,"[""1773654526525_terms_and_conditions_0001_2026-03-10-18-58-08_7523.pdf"", ""1773654526539_GeM-Bidding-9104557__1_.pdf""]",tender-documents
GEM/2026/B/7342892,"[""1775028874763_rhm25r2090-0002458860_2026-03-10-16-07-32_9fd98d0a.pdf"", ""1775028874797_GeM-Bidding-9105828.pdf"", ""1775028892519_ATC25R2090_21d3ec6d-b0b6-4198-97a21773206277454_bu.docx""]",tender-documents
GEM/2026/B/7343170,"[""1773729734767_GeM-Bidding-9106160.pdf""]",tender-documents
GEM/2026/B/7344279,"[""1773730615173_GeM-Bidding-9107437__2_.pdf"", ""1773730615257_boq_vrla_2026-03-11-13-25-16_77ff4e26e07b070b63a05.pdf""]",tender-documents
GEM/2026/B/7345126,"[""1773308574387_123_476c1e4e-6c9d-4032-815b1773223468247_smmelsbrc.pdf"", ""1773308574579_GeM-Bidding-9108419.pdf""]",tender-documents
GEM/2026/B/7345162,"[""1774682990106_techspec_2026-03-10-15-40-06_4988b4f8246fc46972bd9.pdf"", ""1774682990136_GeM-Bidding-9108459__3_.pdf"", ""1774682990221_ATC_66870795-006e-4680-b5321773223338806_blockb_mm.pdf""]",tender-documents
GEM/2026/B/7345230,"[""1773476139097_ANNEXUREA_5b516b19-4be8-4ff4-aa291773224473076_amm.pdf"", ""1773476139101_GeM-Bidding-9108530.pdf""]",tender-documents
GEM/2026/B/7345273,"[""1773380756216_GeM-Bidding-9108583__1_.pdf"", ""1773380787548_SOW.pdf"", ""1773380806220_ATCandSoW_25018e50-429e-4202-aa361773225560083_apo.pdf""]",tender-documents
GEM/2026/B/7345459,"[""1773477767956_GeM-Bidding-9108789.pdf""]",tender-documents
GEM/2026/B/7345603,"[""1773391467838_ATC_LAK_040ce8b3-72b5-4920-a24f1773228369164_buyer.doc"", ""1773391467846_GeM-Bidding-9108955.pdf""]",tender-documents
GEM/2026/B/7345751,"[""1773478132399_1773324623.pdf"", ""1773478132484_GeM-Bidding-9109117.pdf""]",tender-documents
GEM/2026/B/7347696,"[""1775804117032_specups_91c08e9d-95f0-4175-92481773293597538_ACPRO.pdf"", ""1775804117043_GeM-Bidding-9111356.pdf""]",tender-documents
GEM/2026/B/7347712,"[""1773385285060_GeM-Bidding-9111376.pdf""]",tender-documents
GEM/2026/B/7348090,"[""1773477933993_GeM-Bidding-9111801.pdf"", ""1773477934051_supply_and_commissioning_of_ni-cd_batteries-_spec_.pdf""]",tender-documents
GEM/2026/B/7348919,"[""1776492007763_GeM-Bidding-9112762__2_.pdf"", ""1776492016323_1_5_5_Star___cold__only___spacification_doc.pdf"", ""1776492022634_1_5_5_Star__hot_and_cold___spacification_doc.pdf""]",tender-documents
GEM/2026/B/7348990,"[""1773903637876_SPEC_10KVA_7ca529c4-e887-43ad-a02a1773304093969_cd.pdf"", ""1773903637921_GeM-Bidding-9112844.pdf""]",tender-documents
GEM/2026/B/7350292,"[""1773750995490_GeM-Bidding-9114315__2_.pdf""]",tender-documents
GEM/2026/B/7350907,"[""1775538485195_1773317703.xlsx"", ""1775538485209_NIT_563253d9-5a78-4e19-9d6a1773319435386_avneesh_k.pdf"", ""1775538485627_GeM-Bidding-9115004__2_.pdf""]",tender-documents
GEM/2026/B/7350928,"[""1773749723810_GeM-Bidding-9115026__1_.pdf""]",tender-documents
GEM/2026/B/7350940,"[""1773742306302_ATC_FINAL_fcdcb442-2971-4afa-b2621773319569965_ENG.pdf""]",tender-documents
GEM/2026/B/7353397,"[""1773476757830_technical_2026-03-13-14-27-36_7d78a316a814dd290f38.pdf"", ""1773476757969_GeM-Bidding-9117978.pdf"", ""1773476758002_Commercial_136944e8-43ad-497f-a5331773398051954_Pr.pdf""]",tender-documents
GEM/2026/B/7353767,"[""1777967236462_tec-gr-pi-bat-001-04-jun-11_2026-03-08-02-45-14_e5.pdf"", ""1777967236630_GeM-Bidding-9118409.pdf"", ""1777967236658_1773659962.pdf""]",tender-documents
GEM/2026/B/7353963,"[""1773813533019_GeM-Bidding-9118636.pdf"", ""1773813564173_BuyerATC_85edb0c5-bb32-4b9f-8eb91773395699224_skku.pdf""]",tender-documents
GEM/2026/B/7354154,"[""1773476406374_atc_2026-03-13-15-07-14_c2c380fafbec6613449b182df2.pdf"", ""1773476406407_GeM-Bidding-9118876.pdf""]",tender-documents
GEM/2026/B/7354708,"[""1773475683007_GeM-Bidding-9119552.pdf"", ""1773475683033_ups_2026-03-13-16-54-42_1e0df1f3c9a5fe3c73d53a8014.pdf""]",tender-documents
GEM/2026/B/7354916,"[""1773823389579_rfq_fnl_b91_2026-03-13-17-19-12_ec658eb90fe6371d96.pdf"", ""1773823389610_GeM-Bidding-9119805.pdf""]",tender-documents
GEM/2026/B/7356007,"[""1773473326142_4262ATC_a7252df6-2905-4f87-8ac51773419045967_VS102.docx"", ""1773473326143_GeM-Bidding-9121083.pdf""]",tender-documents
GEM/2026/B/7356871,"[""1775735484020_99237400__1_.pdf""]",tender-documents
GEM/2026/B/7357242,"[""1773731239153_GeM-Bidding-9122526.pdf""]",tender-documents
GEM/2026/B/7357339,"[""1773654681054_GeM-Bidding-9122640__3_.pdf""]",tender-documents
GEM/2026/B/7358233,"[""1773651095517_GeM-Bidding-9123685__1_.pdf""]",tender-documents
GEM/2026/B/7358610,"[""1773900591363_ts_for_ni-cd_-2_2026-03-14-17-44-38_7f3e9c6c33c6ec.pdf"", ""1773900591526_GeM-Bidding-9124123.pdf"", ""1773900591565_1773491145.pdf""]",tender-documents
GEM/2026/B/7360385,"[""1773730811887_1773641871.xlsx"", ""1773730811889_GeM-Bidding-9126381.pdf"", ""1773730811969_UPSRFP1_6ba60543-336d-4fee-90071773642682366_cmith.pdf""]",tender-documents
GEM/2026/B/7360864,"[""1775110297454_ATC_f97b3647-cf2b-4f52-9d4b1773656508282_mjbuyer_0.pdf"", ""1775110297525_item_des_2026-03-16-12-02-56_fe7b8599fa5171ae81ae4.pdf"", ""1775110297548_GeM-Bidding-9126962.pdf""]",tender-documents
GEM/2026/B/7361191,"[""1775201051964_1773813888__1_.pdf"", ""1775201051982_GeM-Bidding-9127386.pdf""]",tender-documents
GEM/2026/B/7361761,"[""1776677062339_GeM-Bidding-9128088.pdf""]",tender-documents
GEM/2026/B/7363343,"[""1775112012910_GeM-Bidding-9129993.pdf""]",tender-documents
GEM/2026/B/7364495,"[""1773814915538_atcashtha_ed50fbc7-08da-4c1d-8ece1773740541622_buy.docx"", ""1773814915541_ts_2026-03-17-10-06-12_c4e3b7d16fb96b75a30d48282c8.pdf"", ""1773814943572_GeM-Bidding-9131388.pdf""]",tender-documents
GEM/2026/B/7364666,"[""1773818818172_NIT_ATC_89e7ced2-89fb-4408-918c1773726297837_aab_c.pdf"", ""1773818818536_tech_specification_2026-03-17-10-38-05_7bce9a0db6b.pdf"", ""1773818818758_GeM-Bidding-9131607.pdf""]",tender-documents
GEM/2026/B/7364885,"[""1778224079784_ATC_7e4c1f8d-1917-44cd-97de1778151238901_sloeacu.pdf"", ""1778224079855_GeM-Bidding-9131878.pdf""]",tender-documents
GEM/2026/B/7365219,"[""1773823072203_GeM-Bidding-9132273.pdf""]",tender-documents
GEM/2026/B/7365561,"[""1774683368602_GeM-Bidding-9132652__1_.pdf"", ""1774683368772_p2_7df01f1b-7bed-4095-9bbe1773737073888_Projects_H.pdf""]",tender-documents
GEM/2026/B/7366308,"[""1774329265934_GeM-Bidding-9133502__2_.pdf""]",tender-documents
GEM/2026/B/7367593,,tender-documents
GEM/2026/B/7367740,"[""1773822414897_GeMBidDoc_1d451f65-5b92-4612-a7691773750998178_aru.pdf"", ""1773822414971_tender_document_2026-03-17-17-42-30_37e2b20523a302.pdf"", ""1773822414999_GeM-Bidding-9135092__1_.pdf""]",tender-documents
GEM/2026/B/7368645,"[""1774422817919_ups_2026-03-12-15-29-08_f0db840520704851d5b19bc1ba.pdf"", ""1774422818131_GeM-Bidding-9136164__1_.pdf""]",tender-documents
GEM/2026/B/7368703,"[""1773904182957_GeM-Bidding-9136237.pdf""]",tender-documents
GEM/2026/B/7368897,"[""1775648331482_GeM-Bidding-9136463__3_.pdf""]",tender-documents
GEM/2026/B/7369978,"[""1774356173767_GeM-Bidding-9137648.pdf""]",tender-documents
GEM/2026/B/7370463,"[""1774947528202_ac_tender_gem__2026-03-18-13-59-49_064e2fe00c8bf77.pdf"", ""1774947528236_GeM-Bidding-9138203.pdf""]",tender-documents
GEM/2026/B/7370733,"[""1774681555938_1773825552.pdf"", ""1774683495486_GeM-Bidding-9138525.pdf"", ""1774849476027_IOCL_ATC_Trichy.pdf""]",tender-documents
GEM/2026/B/7370756,"[""1776062211375_37014334_tech_spec_1_rev_2026-03-18-14-35-41_69739.pdf"", ""1776062211519_GeM-Bidding-9138558.pdf""]",tender-documents
GEM/2026/B/7370788,"[""1773901966841_ATCCP162_35f34f4b-2ded-4b20-a86c1773827511223_mma_.pdf"", ""1773901967346_GeM-Bidding-9138595.pdf""]",tender-documents
GEM/2026/B/7371399,"[""1774681193662_atc_2026-03-18-15-52-37_15287e3bcd6631d975bcd38a36.pdf"", ""1774681193754_GeM-Bidding-9139268__2_.pdf""]",tender-documents
GEM/2026/B/7372499,"[""1774520583843_SPECS_d507845b-409e-4375-8a211773838251169_buyer30.pdf"", ""1774520595622_GeM-Bidding-9140490__3_.pdf""]",tender-documents
GEM/2026/B/7372995,"[""1773992063691_GeM-Bidding-9141082__4_.pdf""]",tender-documents
GEM/2026/B/7373489,"[""1776412187996_GeM-Bidding-9141684.pdf""]",tender-documents
GEM/2026/B/7374263,"[""1778827816533_ATC140526_ad3042b8-f73c-4e78-a4dd1778745848459_PM_.pdf"", ""1778827816549_st_2025-11-25-11-35-43_ebf607138f02d7e0e2ade197818.pdf"", ""1778827816553_GeM-Bidding-9142561.pdf""]",tender-documents
GEM/2026/B/7374518,"[""1774949532522_GeM-Bidding-9142852.pdf""]",tender-documents
GEM/2026/B/7375778,"[""1774682311234_1_2026-03-19-17-04-37_4805c76c05b5cfbc704db70cf684.pdf"", ""1774682311246_GeM-Bidding-9144272__1_.pdf"", ""1774682311315_withMIInew_155b7de6-a2fd-4508-9d051773996179871_BU.pdf""]",tender-documents
GEM/2026/B/7375834,"[""1777449595521_ATC_49c09f04-f8db-4209-bda91777352254769_soestb_12.pdf"", ""1777449595669_GeM-Bidding-9144332.pdf""]",tender-documents
GEM/2026/B/7376637,"[""1775198645156_1000381006_db852859-80da-427c-90801773981750209_Pr.pdf"", ""1775198645163_1000380967_2026-03-20-09-29-28_4cf3f7e9852d178f10b.pdf"", ""1775198645201_GeM-Bidding-9145310__1_.pdf""]",tender-documents
GEM/2026/B/7376855,"[""1775652235687_GeM-Bidding-9145580.pdf""]",tender-documents
GEM/2026/B/7377743,"[""1776923315757_1774258771.pdf"", ""1776923316742_1774680878806_5-1_upload_technical_specification-s.pdf"", ""1776923316791_1774680878844_GeM-Bidding-9146619__1_.pdf"", ""1776923316831_BOQ.pdf"", ""1776923319511_1774005779.xlsx""]",tender-documents
GEM/2026/B/7378706,"[""1775285229193_ATCUPS_e3e53789-b6ea-4eee-a88f1774008575732_IIITMa.pdf"", ""1775285229218_GeM-Bidding-9147771.pdf""]",tender-documents
GEM/2026/B/7380715,"[""1775199069817_upload_tech_spec_2026-03-21-13-02-21_19849895713b4.pdf"", ""1775199070159_1122_d20f0d2c-655f-47d9-b25f1774079453053_Projoffr.pdf"", ""1775199070185_GeM-Bidding-9150197.pdf""]",tender-documents
GEM/2026/B/7381482,"[""1776409408039_GeM-Bidding-9151140.pdf"", ""1776409408071_SPEC_UPS_b33a3d27-bf4b-4a74-b7521774261558130_cdms.pdf""]",tender-documents
GEM/2026/B/7382492,"[""1774266928993_Specs_docs_IOCL.pdf"", ""1774266929581_IOCL_GeM-Bidding-9152483.pdf""]",tender-documents
GEM/2026/B/7382574,"[""1775888915544_battery__1-0_kva_ups_2026-03-23-10-54-44_0dc60616a.pdf"", ""1775888915550_GeM-Bidding-9152592.pdf""]",tender-documents
GEM/2026/B/7383132,"[""1776144855859_GeM-Bidding-9153301.pdf""]",tender-documents
GEM/2026/B/7383955,,tender-documents
GEM/2026/B/7385011,"[""1777013951154_GeM-Bidding-9155630.pdf"", ""1777269532535_BATTATC_81b71aa7-9320-4824-a5ac1776930163974_santo.pdf""]",tender-documents
GEM/2026/B/7385358,"[""1774423078682_GeM-Bidding-9156028__1_.pdf""]",tender-documents
GEM/2026/B/7385519,"[""1776061771743_generalATC_0e0737f8-bd90-4890-ba941774330937338_rr.doc"", ""1776061771744_GeM-Bidding-9156213.pdf""]",tender-documents
GEM/2026/B/7385602,"[""1777102455893_GeM-Bidding-9156313.pdf""]",tender-documents
GEM/2026/B/7386097,"[""1776149486570_specification_document_2026-03-24-12-09-11_4961af7.pdf"", ""1776149486575_GeM-Bidding-9156900.pdf""]",tender-documents
GEM/2026/B/7389593,"[""1774867550286_GeM-Bidding-9160837__1_.pdf""]",tender-documents
GEM/2026/B/7389815,"[""1775028536856_GeM-Bidding-9161078.pdf""]",tender-documents
GEM/2026/B/7390683,"[""1778222477311_specs-ups_2026-03-25-12-52-44_135d907ed8f1ba33d291.pdf"", ""1778222477342_GeM-Bidding-9162072.pdf"", ""1778222477417_tandc_30872d55-d0cb-48e4-b22e1774428557222_mkylrde.pdf""]",tender-documents
GEM/2026/B/7391060,"[""1774940382820_GeM-Bidding-9162511.pdf""]",tender-documents
GEM/2026/B/7391171,"[""1774685687677_specifictaion_1_2026-03-25-15-11-28_d71b4231e9426e.pdf"", ""1774685687753_GeM-Bidding-9162638__1_.pdf""]",tender-documents
GEM/2026/B/7391866,"[""1775889469088_Terms_dc389d74-0371-4611-9b411774437850356_Amitjos.pdf"", ""1775889469170_GeM-Bidding-9163406.pdf""]",tender-documents
GEM/2026/B/7392059,"[""1775285088924_ATC_9e27d35f-fdc1-43a9-83dd1774592854428_so-mm-lkp.pdf"", ""1775285088970_GeM-Bidding-9163630.pdf""]",tender-documents
GEM/2026/B/7392078,"[""1775805129361_ts_2026-03-25-17-16-00_d4a57cb246cf372ee20723208ce.pdf"", ""1775805129387_GeM-Bidding-9163659.pdf""]",tender-documents
GEM/2026/B/7392197,"[""1776062020230_GeM-Bidding-9163800.pdf""]",tender-documents
GEM/2026/B/7392251,"[""1775127544837_GeM-Bidding-9163862.pdf""]",tender-documents
GEM/2026/B/7393147,"[""1776167735619_ATC_47bb8d0c-5ba9-465e-8dfb1774503902732_BUYERHALL.pdf"", ""1776167735718_GeM-Bidding-9164911__4_.pdf""]",tender-documents
GEM/2026/B/7393344,"[""1774680722323_GeM-Bidding-9165136__1_.pdf""]",tender-documents
GEM/2026/B/7394732,"[""1774696756151_GeM-Bidding-9166687__1_.pdf""]",tender-documents
GEM/2026/B/7395172,"[""1774940699573_GeM-Bidding-9167188.pdf""]",tender-documents
GEM/2026/B/7395592,"[""1774939880124_GeM-Bidding-9167699.pdf""]",tender-documents
GEM/2026/B/7396162,"[""1774693057416_FLAG_B_66c4d9d4-1b12-4225-aa7c1774592930399_buyer4.pdf"", ""1774693057807_specs_2026-03-27-11-11-49_23ec8bac21c560374ffc8da9.pdf"", ""1774693057824_GeM-Bidding-9168399__1_.pdf""]",tender-documents
GEM/2026/B/7396364,"[""1776492534467_specification_ups__2026-03-27-11-48-07_8f896c42212.pdf"", ""1776492534481_GeM-Bidding-9168638.pdf""]",tender-documents
GEM/2026/B/7397873,"[""1774867822899_1774610428.pdf"", ""1774867822982_GeM-Bidding-9170375.pdf""]",tender-documents
GEM/2026/B/7398265,"[""1775199682105_GeM-Bidding-9170843.pdf"", ""1775199682359_BUYER_ATC_25968a58-ef8e-4751-8a151774675966341_ART.pdf"", ""1775199682397_boq_cum_item_technical_specification_2026-03-27-17.pdf"", ""1775199682448_1774614434.xlsx""]",tender-documents
GEM/2026/B/7398674,"[""1774867078923_v445225_2026-03-27-08-42-58_10ec97ae9f2ad61c3526d1.pdf"", ""1774867079098_GeM-Bidding-9171396__1_.pdf""]",tender-documents
